param DistanceMatrix:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 :=
31 3.610074 4.769006 2.041702 3.399972 3.053183 2.900415 3.337966 3.402315 3.712055 3.256975 2.436675 3.128287 2.730177 4.104867 3.867642 2.588456 2.013138 2.071252 3.061163 3.866465 3.822471 3.689153 3.399538 3.336170 2.989313 3.828145 3.075293 3.735854 2.386283 3.436816 0.000000 2.181956 2.935691 3.495601 2.539904 2.420534 3.404533 2.820929 3.979730 4.901071 3.413680 4.147156 3.416633 4.366144 3.646391 3.958001 3.570244 3.497305 2.013129 2.818511 4.352593 2.247744 3.586774 2.532684 3.554140 2.116562 3.322883 2.315410 2.723252 8.538320 6.539825 6.363273 5.298906 4.354361 5.466765 3.340448 5.357142 5.578074 5.622162 6.702455 5.503400 3.579949 4.819807 4.239157 4.007964 6.331423 5.879004 6.080515 5.691902 4.337680 5.608672 3.870825 4.856994 5.810608 4.654714 4.675836 5.010547 5.158870 5.104226 5.279915 5.661213 5.460461 5.780098 5.079931 5.159510 5.694143 5.741658 5.132814 4.050248 4.967863 5.522960 5.791335 4.779997 5.874801 4.896821 6.229622 5.260985 5.288869 5.455447 3.882771 6.234985 5.189753 5.559799 5.040469 5.077001 6.113190 5.669951 4.913367 7.041009 5.748011 4.575588 5.695556 5.415545 6.065155 5.622864 5.188841 4.717337 5.352474 4.798522 5.735798 6.002249 6.068627 6.207592 5.971761 6.257815 6.614765 7.115071 7.076522 6.566483 5.493610 6.031291 5.937521 6.115069 6.064750 6.369176 6.134602 7.952846 6.769063 5.920534 6.459849 6.102790 6.439864 5.337483 6.520491 6.480263 6.876111 6.383775 6.184477 5.621960 5.464843 6.448401 5.588650 6.008968 6.179293 6.190666 6.681537 5.602230 6.409223 5.057152 5.883362 6.808081 7.207325 5.872788 6.855235 5.506354 6.567380 6.034312 6.269693
32 3.026925 3.523699 2.532094 2.574179 3.878407 1.933796 2.600393 2.736440 2.961549 2.198792 1.513237 2.275874 1.970512 4.050131 3.183088 2.110072 2.275966 2.356123 2.093652 3.245131 3.250726 3.787762 2.831414 3.017351 3.318086 5.165679 2.651221 2.641735 3.190083 2.686482 2.181956 0.000000 2.942085 3.621142 2.514533 2.366208 3.464367 2.602927 3.090031 4.356115 3.043490 3.423579 2.715337 3.988952 2.836577 3.371417 3.035597 2.493494 2.035895 1.713965 3.354109 2.142291 2.782582 2.200783 2.287686 1.932753 2.532322 1.933148 1.801724 7.572947 6.402058 5.966342 4.764516 4.418293 5.823868 3.820867 4.841090 5.135976 5.436168 6.032569 5.274618 4.790598 4.936199 4.988246 3.774661 5.858621 5.286478 5.792833 5.222647 4.996035 5.607423 3.694497 5.531091 6.147767 4.875078 4.635592 5.507560 5.899037 5.408225 5.684822 5.922979 5.880865 6.107355 5.182373 5.014641 5.659599 5.822477 4.908807 3.882185 5.537332 4.770649 5.375499 4.924295 5.687279 4.608860 6.552741 5.153185 5.606204 5.403161 4.551291 6.125254 5.196654 6.116088 5.518396 5.501151 6.694537 5.497971 5.119303 6.608104 5.592754 4.636840 6.807168 6.229189 6.117282 5.978790 5.229780 5.004171 6.467600 5.407680 5.903888 5.515535 5.761460 6.115499 5.659465 6.168585 6.340624 7.166191 7.495582 6.416924 5.856917 6.212901 5.547865 6.464226 6.061820 5.571600 5.827781 7.753044 6.645646 5.789416 6.116321 6.051731 6.123159 5.766485 6.319851 6.162161 6.866685 6.304562 6.548781 6.219976 5.869263 6.367794 5.591976 6.221604 5.802111 5.967385 6.693913 5.654187 5.964206 5.323121 6.054417 6.478996 6.857662 5.731302 6.707929 5.548362 6.022894 5.706760 6.670844
33 3.005121 2.977396 2.808802 4.268896 2.899542 2.884479 2.433899 2.801654 2.461321 2.886679 2.883413 2.086602 2.088293 3.280707 3.989987 2.729106 2.806928 2.395585 3.773063 3.157612 2.991766 3.073576 2.180593 2.445027 2.403788 4.353171 2.493239 2.453756 2.220628 2.181158 2.935691 2.942085 0.000000 3.064918 1.950075 2.213776 2.460714 2.009064 2.122184 4.108774 2.636672 3.097640 3.457983 3.076604 2.646283 3.364558 2.949503 3.003023 1.914938 2.851044 3.836427 2.484906 3.475763 2.451021 2.729746 2.995740 2.845066 2.459904 3.482150 6.419885 4.544417 4.474397 3.392256 3.906489 3.826573 2.385075 4.107280 4.206507 3.837515 5.418127 4.116359 4.010956 3.931598 5.308662 4.027827 4.345271 4.085477 4.167504 4.074911 3.414813 4.079976 2.554351 4.099710 4.537157 4.079680 2.887934 3.708785 4.606516 3.931516 4.342842 3.873270 4.132363 4.159293 3.661460 4.190439 5.115363 5.255607 3.410444 3.694109 3.661401 3.734692 3.952852 3.765010 4.312021 3.427187 4.545615 3.616457 3.951107 3.868090 3.828604 5.735725 4.028692 4.377645 4.144596 4.185216 4.909565 4.276306 3.531683 5.133442 4.054489 3.968147 6.618826 4.968631 5.224960 5.425687 4.002658 4.023504 5.187303 4.002632 4.709002 4.876843 5.069355 5.586224 5.268328 4.768269 5.099720 5.975652 6.240321 4.949631 4.647535 4.829157 4.717422 5.114302 4.646326 5.359683 4.864796 6.677440 5.951686 5.226681 5.812515 5.986912 6.205235 5.578222 5.567837 5.266102 5.985841 5.488372 5.902219 6.280446 5.676020 5.624387 4.274648 4.756955 4.774603 5.418301 5.494957 5.298755 5.523545 4.958809 5.991988 5.434580 6.157920 5.185832 5.905694 4.925012 5.770901 5.155058 5.994810
34 3.418954 4.647198 4.050547 4.224951 2.830102 3.157205 4.024492 2.375965 4.410115 4.247725 3.995564 3.899152 3.936636 5.006293 5.036760 2.450632 2.364135 2.019276 3.653097 4.030754 3.701717 4.438129 3.807256 3.920713 3.803191 3.406720 3.593993 4.275901 2.553494 4.268791 3.495601 3.621142 3.064918 0.000000 2.733871 3.676194 2.901677 3.439967 4.231445 4.719733 3.656853 4.971891 4.320527 4.641658 4.248899 3.795032 4.415617 4.627414 3.526626 3.581970 5.919154 4.067906 3.732245 1.956041 3.619936 3.667332 3.562997 3.038839 4.013080 8.235671 5.253911 5.582180 5.133717 5.649044 4.838903 4.116266 6.546642 6.153360 4.125837 6.319730 5.574331 5.238487 5.494120 4.490565 5.064417 6.200172 6.418873 5.285815 5.377120 4.723728 6.067397 4.966746 5.594957 5.997652 5.801736 4.788851 5.394318 5.593766 5.388050 6.093459 5.900738 5.735386 6.031713 5.923569 5.638218 5.236092 5.565297 5.832694 5.420220 5.881825 5.774853 6.164721 4.977997 6.278644 5.517668 5.915921 5.906255 5.793951 6.002865 5.245187 7.476582 5.825796 4.701087 5.445406 5.364157 6.451537 6.262395 5.030145 7.021004 6.274594 5.279302 5.919266 5.725586 6.994427 7.268707 5.725424 5.633875 5.797288 5.710929 6.283098 5.648785 6.128178 6.528852 6.222240 6.067996 6.044887 6.911661 6.772540 6.181083 4.939411 5.466486 5.851018 5.599546 5.871678 6.196571 6.064762 8.069787 6.820453 6.123106 6.391941 6.218124 6.698235 5.779880 6.439433 6.228778 6.857158 6.628907 6.012751 6.476828 6.254996 6.511985 4.729462 5.168506 5.759239 6.385468 6.688249 5.518089 6.539981 5.348658 6.030519 6.556161 7.076943 6.029382 6.645195 5.629126 6.126794 5.356880 6.291091
35 3.018869 3.284319 2.758691 3.970084 2.183151 2.962463 2.609881 1.837727 3.222507 2.937842 3.054844 2.084755 2.283577 4.476388 4.577288 2.017846 2.094857 2.069712 3.737105 2.482476 3.133612 2.610285 2.261461 1.881979 1.935691 3.566006 2.062308 2.439503 1.894119 2.623738 2.539904 2.514533 1.950075 2.733871 0.000000 1.899470 1.627886 1.268418 2.574834 3.911770 3.068791 3.154231 2.903904 3.120834 2.965132 2.819937 3.365530 3.291408 2.290406 3.113162 4.488822 2.362565 3.614426 2.019675 2.292085 2.465319 2.861250 1.856308 3.002021 6.941979 4.951815 4.862088 3.797853 4.216241 3.980740 2.662692 5.145194 4.471241 3.906915 5.605143 3.966756 3.805646 3.642127 4.562870 3.469798 4.783997 4.775718 4.144526 4.679288 3.788154 4.654170 2.912657 4.117200 4.945272 3.791022 3.188280 4.053669 4.386014 3.965612 4.525003 4.459970 4.353750 4.738017 4.083868 4.042202 5.305149 4.154136 4.211563 4.071993 4.876377 4.334931 4.297912 3.404893 4.782375 3.804292 5.060906 4.065631 4.222141 4.545360 3.639827 6.244041 3.986046 4.218901 4.173369 4.048924 5.747174 4.481207 3.617845 5.445012 4.561987 3.790887 6.014519 4.629632 5.433429 5.522546 4.187562 4.172710 5.035559 4.173103 4.662174 4.176933 4.394936 4.869929 4.483063 5.118005 5.316001 5.746095 6.103123 5.210483 4.259471 4.407506 4.255752 4.619464 4.714328 4.863257 4.726615 6.555772 5.611258 4.967121 5.292396 5.046070 5.444283 4.641581 5.807973 5.331270 6.081753 5.504425 5.526914 6.197682 5.604419 5.460966 4.008123 4.579158 4.415530 5.165474 5.560435 4.846806 5.278964 4.271894 4.963135 5.102069 5.969265 4.926532 5.749125 4.533620 5.458037 4.922699 5.683681
36 2.815687 3.203322 2.357637 3.544994 2.698253 3.104891 2.528639 2.661702 2.917917 1.965337 2.717030 2.422384 2.286891 4.289339 4.349677 2.785488 2.760528 2.503093 3.810494 2.516187 2.610069 2.379923 1.650367 1.738039 1.374476 4.189764 2.183288 2.561429 2.127141 1.888685 2.420534 2.366208 2.213776 3.676194 1.899470 0.000000 2.768115 2.158079 2.657402 3.845237 2.347783 2.632920 2.444366 2.734740 1.947918 2.816388 2.690146 2.194305 1.865194 2.612307 3.801941 2.173732 3.245636 2.798440 2.161473 1.983741 2.345501 2.255235 2.669965 7.018395 5.747388 5.203004 3.828995 3.171133 4.612019 2.838987 3.927767 3.697405 4.769165 5.691888 4.591637 3.111264 3.301560 4.432520 2.867438 4.914150 4.295227 4.609536 4.916768 3.320857 4.087210 2.182320 4.134652 4.985777 3.450950 3.019205 4.181281 4.391389 4.040103 4.092367 4.617662 4.418193 4.860760 3.384504 3.607395 5.590955 5.011074 3.631418 2.963306 4.286524 3.887105 4.124399 3.002812 4.351768 2.998120 4.852671 3.571605 4.147598 3.794446 3.167509 5.363234 3.428818 5.029376 4.182145 3.678610 5.498319 3.898886 3.367817 5.448757 4.146510 3.113080 5.717260 4.532917 4.665103 4.455908 3.384162 3.289831 5.054495 3.578432 4.518581 5.025744 4.988676 5.299737 4.997235 5.451343 5.726631 6.399671 6.514241 5.529971 4.748909 5.082820 4.636930 5.316304 5.026584 5.245410 5.149094 6.859225 5.836306 5.131453 5.637796 5.536013 5.653104 5.003609 5.948769 5.586301 6.290145 5.577727 5.922611 5.917088 5.418686 5.553302 4.851731 5.210920 5.068941 5.350256 5.781716 5.295937 5.472970 4.742405 5.398600 5.550599 6.161215 5.196389 6.118660 4.950157 5.875250 5.473569 5.961249
37 3.373442 3.206372 3.256224 4.301015 2.240641 3.219701 3.079695 2.458086 3.548361 3.284305 3.968843 2.962340 2.837185 4.394544 4.770647 2.248279 2.787436 2.455833 4.092637 2.550688 3.379273 2.961302 2.818071 2.351203 2.555293 3.730256 2.084634 3.243142 2.060511 3.233707 3.404533 3.464367 2.460714 2.901677 1.627886 2.768115 0.000000 1.865417 2.995083 3.849416 3.141543 3.899940 2.934884 3.359148 3.364174 3.386163 3.805174 3.716343 3.017511 3.614897 4.774635 3.052282 3.444348 2.262275 2.871591 3.346805 3.179651 1.967830 3.300252 6.956644 4.633288 4.691774 4.184403 4.286298 3.763492 2.565038 5.321002 4.838819 3.644086 6.158962 4.559635 4.282933 4.330657 5.466090 3.962562 4.847215 5.043587 4.184349 4.955058 4.159019 4.797866 3.447510 4.523052 5.231101 3.820874 3.355644 4.452466 4.811571 4.168764 4.956465 4.490124 4.581401 4.948951 4.239443 3.959431 5.777448 4.502205 4.270196 4.198306 4.949881 4.821145 4.799486 3.536618 5.010298 4.409035 5.189715 4.385862 4.645678 4.767887 3.710233 6.666468 4.269780 3.863190 4.057543 4.049025 5.856626 4.945223 4.107481 5.465229 4.980659 3.877319 5.928193 5.007129 5.850841 5.804151 4.361710 4.264600 5.308828 4.610728 4.953046 4.379451 4.659617 5.337017 4.894315 5.003680 5.315868 5.878519 6.279577 5.374347 4.425927 4.428746 4.630883 4.807327 4.936976 5.207908 5.270005 6.813231 5.761184 5.195324 5.551785 5.420793 5.642747 4.921829 5.845438 5.526137 6.346209 5.605897 5.863580 6.396572 5.649332 5.455433 4.122795 4.664183 4.609273 5.519102 5.937129 5.139157 5.442919 4.755177 5.298562 5.185123 5.957858 5.083392 5.963212 4.965611 5.765150 5.118152 5.850498
38 3.793622 2.922521 2.985030 4.342812 2.873735 3.196235 2.810972 2.732887 3.192667 2.938967 3.273856 1.891494 1.868976 4.397221 4.629504 2.332809 2.911006 2.539636 3.866909 2.982058 3.729988 2.887224 2.531784 1.676246 2.274014 4.317141 1.858008 1.817280 2.537028 2.639228 2.820929 2.602927 2.009064 3.439967 1.268418 2.158079 1.865417 0.000000 1.903740 4.517516 3.405268 2.894447 3.101187 3.140717 2.917197 3.321897 3.610715 3.299839 2.532441 3.286833 4.113480 2.510740 3.730390 2.485527 2.673365 2.964336 3.315323 1.820919 3.137870 6.182461 4.375088 4.288598 3.315823 3.655045 3.634478 2.154542 4.590710 3.859971 3.614317 5.826481 3.581977 3.891092 3.432786 5.250971 3.104907 4.102314 4.146498 3.887302 4.717511 3.844850 4.067455 2.355925 3.576181 4.690265 3.513430 2.864422 3.570320 4.137813 3.404700 3.945523 3.827222 3.947764 4.239713 3.720222 3.534112 5.812551 4.420518 3.486410 3.483148 4.531500 3.756304 3.761371 3.307457 4.078538 3.355767 4.914466 3.513132 3.865427 4.137955 3.427077 6.071028 3.550413 4.076650 3.506588 3.653200 5.220166 3.986923 3.573953 4.878454 4.122048 3.490160 6.413086 4.853245 5.351466 5.384390 3.749050 3.818676 4.938010 3.915549 4.236992 4.035516 4.153997 4.628151 4.230071 4.467406 4.863469 5.369168 6.002387 4.875285 4.149263 4.285683 3.985546 4.611272 4.537131 4.680628 4.537338 6.280546 5.346154 4.720407 5.269700 5.294201 5.410976 4.780098 5.602121 4.998553 5.909071 5.333261 5.395431 6.341282 5.468633 5.035134 3.984829 4.546150 4.231157 4.956234 5.389313 4.940884 4.879806 4.410084 5.218598 4.706970 5.548588 4.787623 5.677492 4.485625 5.507913 4.965276 5.758820
39 3.872716 1.857356 3.863673 4.774971 4.102627 3.529205 2.994798 3.391843 2.713417 2.793311 3.419439 1.964528 2.205812 4.270330 4.640321 3.283228 3.977461 3.491709 4.267113 3.305148 3.507703 3.618724 2.408392 2.242732 2.986032 5.728994 2.691888 1.365311 3.554472 2.283713 3.979730 3.090031 2.122184 4.231445 2.574834 2.657402 2.995083 1.903740 0.000000 4.615340 3.375436 2.757408 3.476524 3.227472 2.485135 3.786723 3.559621 2.902310 3.033012 3.392638 3.534644 3.133246 3.824280 3.429369 2.536932 3.623808 3.316057 2.910525 3.625447 4.843667 4.284867 3.937138 2.386128 3.327453 3.886298 2.823100 3.435453 3.139652 3.738169 5.120285 3.766357 4.572681 3.632567 5.984817 3.324074 3.310069 2.884771 3.808489 4.165379 4.219454 3.337860 2.022526 4.136465 5.115183 3.955478 2.437565 3.786961 4.823144 3.925404 4.170700 3.898815 4.344506 4.393896 3.407966 3.336012 5.810199 5.181699 2.507006 3.102316 4.314732 2.429294 2.997099 3.729511 3.498327 2.797432 5.034352 3.172755 4.133902 3.594574 4.144534 5.778025 3.420502 4.994859 3.962114 4.113733 5.067623 3.555365 3.513784 4.487205 3.736502 3.829664 7.495541 5.705057 5.374853 5.624352 3.625432 4.012774 5.937268 4.215828 4.673360 4.228507 4.594347 5.226112 4.706521 4.659047 5.072353 6.005519 6.795274 5.053236 5.041713 5.117368 4.385256 5.484984 4.897614 4.926238 4.812150 6.500349 5.991048 5.342034 5.793063 6.115155 6.056777 5.847384 6.003849 5.166718 6.442587 5.818507 6.409394 7.269169 6.355133 5.586449 4.661838 5.276501 4.605316 5.428254 5.773897 5.824340 5.287755 5.493439 6.347165 4.998361 5.869470 5.428926 6.257807 5.297542 5.943289 5.523933 6.734763
40 2.680920 3.955547 3.921663 3.809447 3.847668 3.748573 3.703546 3.456409 3.803109 3.724458 4.113329 4.518930 4.399008 4.757182 4.540379 4.146784 3.862788 4.243131 4.894992 1.819873 2.641575 3.274883 3.556189 4.360127 4.172392 5.620790 4.084764 4.732939 3.938551 3.693611 4.901071 4.356115 4.108774 4.719733 3.911770 3.845237 3.849416 4.517516 4.615340 0.000000 2.953312 4.097499 3.130246 3.108284 3.526021 2.920067 2.616730 3.426938 3.685455 4.051643 4.709937 4.228099 3.526994 3.905078 3.057354 3.610789 2.723723 3.901455 3.710446 8.083853 7.347986 6.715696 5.841228 5.456619 6.458249 5.083720 5.722041 6.383736 6.167637 5.965259 6.510892 5.766241 5.983857 6.130940 5.258662 6.501021 6.189028 5.699688 5.377833 4.888684 6.505449 4.950006 7.183552 6.568439 5.364996 5.242134 6.774707 7.252307 6.556972 7.151934 6.733484 6.896370 7.134239 4.972457 5.244652 5.541372 5.817659 5.634846 5.279396 5.680673 5.752968 6.287115 4.895310 6.457976 5.708492 6.759872 6.027700 6.591238 5.813288 5.386950 5.814671 5.454555 6.610146 6.764460 6.339703 7.890610 6.362460 5.545756 6.502911 5.721369 5.030584 7.247466 5.916406 5.123492 5.444871 5.711458 5.639568 7.532785 6.234307 6.161228 5.898748 6.020295 7.003151 5.967793 7.216325 7.132352 7.464505 7.498121 6.739514 6.427622 6.535080 6.252290 6.783186 5.737296 5.815096 6.201471 7.536487 6.836167 6.368389 6.193964 6.142146 6.504007 6.277101 6.710615 7.140258 7.038203 6.231427 7.758993 7.199618 6.945389 6.733073 5.822996 6.486529 5.824821 6.822643 6.937257 6.188013 6.730050 6.250904 5.954488 6.751977 7.559956 6.377457 6.478532 6.014601 6.074956 6.230149 6.884032
41 1.879877 3.237652 2.643527 3.018846 3.151523 2.597148 2.954072 3.187067 2.790737 2.189864 3.112350 3.524326 3.196775 3.602989 3.593416 3.264923 2.992358 2.715421 3.732023 2.570483 1.529670 3.327865 2.599077 3.268332 3.168755 4.837837 2.996607 3.647801 2.910939 2.495946 3.413680 3.043490 2.636672 3.656853 3.068791 2.347783 3.141543 3.405268 3.375436 2.953312 0.000000 3.760461 2.649171 3.052617 1.616039 3.402214 2.571333 1.887791 2.137326 2.365592 3.404804 3.184192 2.234965 2.876125 2.129504 2.230087 1.344478 2.797507 2.481266 7.299110 6.164163 5.466366 4.763679 3.773937 5.386628 3.370772 3.930963 4.972182 5.098178 5.326207 5.504849 4.683660 4.970589 5.222469 3.896862 5.469548 4.862334 5.136352 4.122639 4.118035 4.989848 3.587015 5.740297 5.733056 4.070933 3.917426 5.389072 5.988842 5.256442 5.656567 5.442435 5.492082 5.718882 4.195412 4.323664 4.698162 5.697636 4.171075 3.311246 4.435197 4.583571 5.168561 4.027987 5.062038 4.317870 5.551667 4.679160 5.258139 4.126514 3.883383 4.953127 4.581589 5.787964 5.099308 4.920048 6.243273 5.037708 4.287479 6.064257 4.956700 3.785514 6.122237 5.611711 5.321494 5.011233 4.388558 3.953731 6.152530 4.707704 5.659159 5.471698 5.860785 6.429782 5.958107 5.830036 6.102323 7.275554 7.290181 6.177708 5.690403 6.016784 5.777600 6.438416 5.804183 5.703442 5.826576 7.716824 6.631346 5.728332 6.038785 6.093594 6.078809 5.619140 5.858202 5.835119 6.704187 5.916864 6.774121 5.877935 5.544325 6.088130 5.513126 5.877986 5.659838 6.155179 6.601091 5.780910 6.160051 5.590980 6.241392 6.307160 6.750072 5.743579 6.669833 5.661718 5.970393 5.482095 6.521842
42 4.299769 3.183152 3.681215 4.606254 3.996625 4.006024 3.226988 3.643567 3.359848 3.250984 3.644092 2.932909 2.881383 4.918215 5.108511 4.020865 4.134043 3.976237 4.770679 3.072665 4.112850 2.688580 2.854546 2.902120 3.104867 5.737259 2.950255 2.304206 3.912440 2.715299 4.147156 3.423579 3.097640 4.971891 3.154231 2.632920 3.899940 2.894447 2.757408 4.097499 3.760461 0.000000 3.521333 1.795467 2.790288 2.371829 2.733172 3.074993 3.086724 3.735577 4.200383 3.609313 4.271906 3.935259 3.085546 3.679620 3.621118 3.323084 3.911253 6.131766 5.620162 4.852154 3.666180 4.153675 5.136452 3.965654 4.230050 3.766655 4.885160 6.295051 4.305576 4.659133 3.484406 6.074214 3.903843 4.492616 4.195845 4.093695 5.463801 3.484336 4.594584 2.640719 4.728954 4.164031 4.457483 3.854410 4.495593 5.135272 4.034351 4.312819 4.438023 4.682313 4.686346 3.423976 4.038343 6.611897 5.558732 3.782260 3.816072 4.506991 3.479562 3.799972 3.303181 3.948688 3.003315 4.704510 3.475384 4.077709 4.018398 4.475828 5.161994 3.145251 5.333448 4.871392 4.247205 6.039777 3.883167 3.978353 3.995662 3.175244 3.542968 7.207017 4.536794 3.247952 4.319668 3.373614 3.775497 5.648719 4.079669 3.365514 4.949018 4.290854 4.863666 4.154452 5.105272 5.020589 5.162464 5.607259 4.430406 4.589976 4.745701 3.872531 4.975633 3.665270 4.243587 3.966223 5.295395 4.671533 4.423000 4.940733 5.486881 5.515156 5.529334 5.370697 5.335185 5.098549 4.684040 5.688061 6.675135 5.889200 4.630999 4.388222 4.876244 4.107820 4.786192 4.677257 5.112140 4.623417 4.897358 5.102475 4.673468 5.528257 4.851676 4.764290 4.250732 5.068568 5.250168 5.584595
43 2.704624 2.863394 2.925104 2.453613 3.746632 2.515605 2.332138 2.799668 2.792668 1.810175 2.953291 3.074974 2.602385 3.957049 3.616529 2.920837 3.149332 3.230884 3.380964 2.077115 2.755261 3.317904 2.255645 2.762855 2.863491 5.345446 2.029347 3.318885 2.979835 2.460662 3.416633 2.715337 3.457983 4.320527 2.903904 2.444366 2.934884 3.101187 3.476524 3.130246 2.649171 3.521333 0.000000 3.446629 2.639923 3.022747 2.492430 2.047568 2.820258 2.910560 3.740523 2.606967 2.163176 2.885146 2.279717 2.781904 2.147175 2.142385 1.714583 7.627751 6.827728 6.318433 5.080628 4.157853 6.095842 4.162678 4.645174 5.184995 5.600349 6.725764 6.104962 4.641688 5.087869 5.824525 3.829477 6.227261 5.472633 5.898852 5.893442 5.039731 5.632175 3.835885 6.016017 6.547544 4.400637 4.526913 6.149090 6.375629 5.688956 5.879533 6.154079 6.265773 6.519506 4.713055 4.580149 6.495794 6.094114 4.807975 3.703918 5.629052 5.255274 5.641938 4.351114 5.792498 4.739706 6.544770 5.197089 5.960417 5.303933 4.264043 6.268517 4.805994 6.327727 5.681973 5.191904 7.263265 5.557516 5.294293 6.378791 5.605932 4.209343 6.646696 6.151872 5.648075 5.341610 4.850454 4.601274 6.906871 5.492489 5.870182 5.821673 5.996372 6.608184 6.002451 6.548407 6.881077 7.528679 7.883769 6.749618 6.195429 6.299584 5.725839 6.653183 6.148263 6.127620 6.358733 7.801273 6.816537 6.174045 6.593054 6.479430 6.506908 6.111641 6.873174 6.841742 7.420838 6.463948 7.375402 6.803480 6.343346 6.560792 5.982150 6.616818 6.056703 6.537923 7.150337 6.459402 6.477028 6.056887 6.300849 6.660371 7.157475 6.062510 6.990972 6.168175 6.733788 6.469049 7.005226
44 3.883177 3.353588 3.539501 4.613550 3.115125 4.081998 3.565532 3.596750 3.624285 3.464253 4.215799 3.679077 3.541757 4.942227 5.296381 4.094523 3.994235 3.797619 5.156171 2.407934 3.570208 2.075972 3.049227 3.112077 3.112591 5.079566 3.079138 3.203568 3.601364 3.047260 4.366144 3.988952 3.076604 4.641658 3.120834 2.734740 3.359148 3.140717 3.227472 3.108284 3.052617 1.795467 3.446629 0.000000 2.528975 2.218098 2.732074 3.168207 3.109819 3.937151 4.482861 4.014356 4.038911 3.848577 2.990185 3.539651 3.252253 3.366050 3.927991 6.397084 5.459107 4.601201 4.068805 4.067625 4.763246 3.594376 4.441702 4.218237 4.596657 5.951749 4.397871 4.661864 3.759047 5.887333 3.951676 4.434749 4.470341 3.516627 4.910283 2.872741 4.630835 2.997664 4.959667 3.908649 3.953054 3.660361 4.517952 5.173763 3.978976 4.639029 4.291561 4.506413 4.636796 3.043482 3.633769 5.936179 4.950982 3.785550 3.825115 4.131177 3.872641 4.116884 2.602363 3.899506 3.412882 4.253588 3.600415 4.035284 3.631381 4.022394 4.632685 2.941530 4.800752 4.582823 3.970736 5.996278 4.000580 3.561218 3.882173 3.108896 2.965140 6.468158 3.850620 2.829376 3.809361 3.115311 3.295350 5.271766 3.807904 3.219105 4.596091 4.049212 4.830341 4.000901 4.912252 4.804589 4.988518 5.156865 4.315769 4.177860 4.358966 4.040824 4.699265 3.385294 4.018832 3.880428 5.283346 4.436454 4.162544 4.475147 4.965656 5.044597 4.900899 4.908312 5.058328 4.799330 4.256180 5.499511 6.236114 5.463692 4.202211 4.021101 4.350460 3.735613 4.800944 4.590056 4.713003 4.594270 4.634598 4.601557 4.386489 5.356895 4.670693 4.488826 3.961138 4.643218 4.746605 5.131045
45 2.753547 2.524855 2.930852 3.509542 3.584499 3.081389 2.926227 3.340626 2.805100 1.982370 3.150248 3.095630 2.851180 4.194896 4.150878 3.584523 3.603535 3.252558 4.134699 2.655837 2.304785 3.119083 2.215797 2.594950 2.886581 5.341608 2.684457 2.618540 3.401031 1.987134 3.646391 2.836577 2.646283 4.248899 2.965132 1.947918 3.364174 2.917197 2.485135 3.526021 1.616039 2.790288 2.639923 2.528975 0.000000 3.259618 2.670286 1.498673 2.434851 2.739590 3.095871 3.217699 2.815515 3.332999 1.851546 2.423728 1.969340 2.857127 2.642393 6.244584 5.756374 4.927794 3.986633 3.100887 5.123150 3.214778 3.167591 3.851467 4.800083 5.027624 4.728076 4.590786 4.182970 5.334543 2.883864 4.614241 3.955774 4.454936 4.003450 3.875487 4.164250 2.646400 5.084198 5.344360 3.474707 3.261076 4.799224 5.447933 4.504040 4.740986 4.815820 4.925748 5.160346 3.437616 3.494133 5.072982 5.361914 3.273456 2.489894 4.263585 3.425751 4.093580 3.305484 3.936039 3.139309 5.083392 3.722046 4.604507 3.225180 3.497353 4.376979 3.567912 5.701661 4.495934 4.241654 5.804527 3.857879 3.631855 5.178575 3.914495 2.951374 6.500282 5.345160 4.677436 4.442495 3.399836 3.259738 5.890629 4.024554 4.835681 4.935937 5.248862 5.763595 5.262523 5.295124 5.631624 6.708615 7.005453 5.692014 5.353466 5.643901 5.055888 6.130354 5.378208 5.070612 5.143777 7.110074 6.127329 5.323630 5.746129 5.973576 5.799308 5.512823 5.775409 5.343740 6.411344 5.711859 6.468922 6.325935 5.693192 5.570719 5.335365 5.655995 5.121920 5.760394 6.184068 5.813505 5.653381 5.489161 6.127877 5.597156 6.241050 5.563418 6.397126 5.364060 5.789551 5.407264 6.557637
